@relation tic
% allting här är kategorier för att kunna köra Apriori etc
% hakank: jag låter nu alla attribut (utom de som uttryckligen är givna) 
%         vara i intervallet 0..10 (för enkelhets skull)
% see L0
@attribute MOSTYPE_Customer_Subtype  {0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41}
@attribute MAANTHUI_Number_of_houses  {0,1,2,3,4,5,6,7,8,9,10,11,12}
% see L1
@attribute MGEMOMV_Avg_size_household  {0,1,2,3,4,5,6}
@attribute MGEMLEEF_Avg_age  {1,2,3,4,5,6}
% see L2
@attribute MOSHOOFD_Customer_main_type {0,1,2,3,4,5,6,7,8,9,10,11,12} 
% see L3
@attribute MGODRK_Roman_catholic {0,1,2,3,4,5,6,7,8,9,10,11,12}
@attribute MGODPR_Protestant {0,1,2,3,4,5,6,7,8,9,10,11,12}
@attribute MGODOV_Other_religion {0,1,2,3,4,5,6,7,8,9,10,11,12}
@attribute MGODGE_No_religion {0,1,2,3,4,5,6,7,8,9,10,11,12}
@attribute MRELGE_Married {0,1,2,3,4,5,6,7,8,9,10,11,12}
@attribute MRELSA_Living_together {0,1,2,3,4,5,6,7,8,9,10,11,12}
@attribute MRELOV_Other_relation {0,1,2,3,4,5,6,7,8,9,10,11,12}
@attribute MFALLEEN_Singles {0,1,2,3,4,5,6,7,8,9,10,11,12}
@attribute MFGEKIND_Household_without_children {0,1,2,3,4,5,6,7,8,9,10,11,12}
@attribute MFWEKIND_Household_with_children {0,1,2,3,4,5,6,7,8,9,10,11,12}
@attribute MOPLHOOG_High_level_education {0,1,2,3,4,5,6,7,8,9,10,11,12}
@attribute MOPLMIDD_Medium_level_education {0,1,2,3,4,5,6,7,8,9,10,11,12}
@attribute MOPLLAAG_Lower_level_education {0,1,2,3,4,5,6,7,8,9,10,11,12}
@attribute MBERHOOG_High_status {0,1,2,3,4,5,6,7,8,9,10,11,12}
@attribute MBERZELF_Entrepreneur {0,1,2,3,4,5,6,7,8,9,10,11,12}
@attribute MBERBOER_Farmer {0,1,2,3,4,5,6,7,8,9,10,11,12}
@attribute MBERMIDD_Middle_management {0,1,2,3,4,5,6,7,8,9,10,11,12}
@attribute MBERARBG_Skilled_labourers {0,1,2,3,4,5,6,7,8,9,10,11,12}
@attribute MBERARBO_Unskilled_labourers {0,1,2,3,4,5,6,7,8,9,10,11,12}
@attribute MSKA_Social_class_A {0,1,2,3,4,5,6,7,8,9,10,11,12}
@attribute MSKB1_Social_class_B1 {0,1,2,3,4,5,6,7,8,9,10,11,12}
@attribute MSKB2_Social_class_B2 {0,1,2,3,4,5,6,7,8,9,10,11,12}
@attribute MSKC_Social_class_C {0,1,2,3,4,5,6,7,8,9,10,11,12}
@attribute MSKD_Social_class_D {0,1,2,3,4,5,6,7,8,9,10,11,12}
@attribute MHHUUR_Rented_house {0,1,2,3,4,5,6,7,8,9,10,11,12}
@attribute MHKOOP_Home_owners {0,1,2,3,4,5,6,7,8,9,10,11,12}
@attribute MAUT1_1_car {0,1,2,3,4,5,6,7,8,9,10,11,12}
@attribute MAUT2_2_cars {0,1,2,3,4,5,6,7,8,9,10,11,12}
@attribute MAUT0_No_car {0,1,2,3,4,5,6,7,8,9,10,11,12}
@attribute MZFONDS_National_Health_Service {0,1,2,3,4,5,6,7,8,9,10,11,12}
@attribute MZPART_Private_health_insurance {0,1,2,3,4,5,6,7,8,9,10,11,12}
@attribute MINKM30_Income_lesss_30_000 {0,1,2,3,4,5,6,7,8,9,10,11,12}
@attribute MINK3045_Income_30_45_000 {0,1,2,3,4,5,6,7,8,9,10,11,12}
@attribute MINK4575_Income_45_75_000 {0,1,2,3,4,5,6,7,8,9,10,11,12}
@attribute MINK7512_Income_75_122_000 {0,1,2,3,4,5,6,7,8,9,10,11,12}
@attribute MINK123M_Income_gt_123.000 {0,1,2,3,4,5,6,7,8,9,10,11,12}
@attribute MINKGEM_Average_income {0,1,2,3,4,5,6,7,8,9,10,11,12}
@attribute MKOOPKLA_Purchasing_power_class {0,1,2,3,4,5,6,7,8,9,10,11,12}
% see L4 
@attribute PWAPART_Contribution_private_third_party_insurance {0,1,2,3,4,5,6,7,8,9,10,11,12}
@attribute PWABEDR_Contribution_third_party_insurance_firms {0,1,2,3,4,5,6,7,8,9,10,11,12}
@attribute PWALAND_Contribution_third_party_insurane_agriculture {0,1,2,3,4,5,6,7,8,9,10,11,12}
@attribute PPERSAUT_Contribution_car_policies {0,1,2,3,4,5,6,7,8,9,10,11,12}
@attribute PBESAUT_Contribution_delivery_van_policies {0,1,2,3,4,5,6,7,8,9,10,11,12}
@attribute PMOTSCO_Contribution_motorcycle/scooter_policies {0,1,2,3,4,5,6,7,8,9,10,11,12}
@attribute PVRAAUT_Contribution_lorry_policies {0,1,2,3,4,5,6,7,8,9,10,11,12}
@attribute PAANHANG_Contribution_trailer_policies {0,1,2,3,4,5,6,7,8,9,10,11,12}
@attribute PTRACTOR_Contribution_tractor_policies {0,1,2,3,4,5,6,7,8,9,10,11,12}
@attribute PWERKT_Contribution_agricultural_machines_policies {0,1,2,3,4,5,6,7,8,9,10,11,12}
@attribute PBROM_Contribution_moped_policies {0,1,2,3,4,5,6,7,8,9,10,11,12}
@attribute PLEVEN_Contribution_life_insurances {0,1,2,3,4,5,6,7,8,9,10,11,12}
@attribute PPERSONG_Contribution_private_accident_insurance_policies {0,1,2,3,4,5,6,7,8,9,10,11,12}
@attribute PGEZONG_Contribution_family_accidents_insurance_policies {0,1,2,3,4,5,6,7,8,9,10,11,12}
@attribute PWAOREG_Contribution_disability_insurance_policies {0,1,2,3,4,5,6,7,8,9,10,11,12}
@attribute PBRAND_Contribution_fire_policies {0,1,2,3,4,5,6,7,8,9,10,11,12}
@attribute PZEILPL_Contribution_surfboard_policies {0,1,2,3,4,5,6,7,8,9,10,11,12}
@attribute PPLEZIER_Contribution_boat_policies {0,1,2,3,4,5,6,7,8,9,10,11,12}
@attribute PFIETS_Contribution_bicycle_policies {0,1,2,3,4,5,6,7,8,9,10,11,12}
@attribute PINBOED_Contribution_property_insurance_policies {0,1,2,3,4,5,6,7,8,9,10,11,12}
@attribute PBYSTAND_Contribution_social_security_insurance_policies {0,1,2,3,4,5,6,7,8,9,10,11,12}
@attribute AWAPART_Number_of_private_third_party_insurance  {0,1,2,3,4,5,6,7,8,10,11,12}
@attribute AWABEDR_Number_of_third_party_insurance_firms {0,1,2,3,4,5,6,7,8,9,10,11,12}
@attribute AWALAND_Number_of_third_party_insurane_agriculture {0,1,2,3,4,5,6,7,8,9,10,11,12}
@attribute APERSAUT_Number_of_car_policies {0,1,2,3,4,5,6,7,8,9,10,11,12}
@attribute ABESAUT_Number_of_delivery_van_policies {0,1,2,3,4,5,6,7,8,9,10,11,12}
@attribute AMOTSCO_Number_of_motorcycle/scooter_policies {0,1,2,3,4,5,6,7,8,9,10,11,12}
@attribute AVRAAUT_Number_of_lorry_policies {0,1,2,3,4,5,6,7,8,9,10,11,12}
@attribute AAANHANG_Number_of_trailer_policies {0,1,2,3,4,5,6,7,8,9,10,11,12}
@attribute ATRACTOR_Number_of_tractor_policies {0,1,2,3,4,5,6,7,8,9,10,11,12}
@attribute AWERKT_Number_of_agricultural_machines_policies {0,1,2,3,4,5,6,7,8,9,10,11,12}
@attribute ABROM_Number_of_moped_policies {0,1,2,3,4,5,6,7,8,9,10,11,12}
@attribute ALEVEN_Number_of_life_insurances {0,1,2,3,4,5,6,7,8,9,10,11,12}
@attribute APERSONG_Number_of_private_accident_insurance_policies {0,1,2,3,4,5,6,7,8,9,10,11,12}
@attribute AGEZONG_Number_of_family_accidents_insurance_policies {0,1,2,3,4,5,6,7,8,9,10,11,12}
@attribute AWAOREG_Number_of_disability_insurance_policies {0,1,2,3,4,5,6,7,8,9,10,11,12}
@attribute ABRAND_Number_of_fire_policies {0,1,2,3,4,5,6,7,8,9,10,11,12}
@attribute AZEILPL_Number_of_surfboard_policies {0,1,2,3,4,5,6,7,8,9,10,11,12}
@attribute APLEZIER_Number_of_boat_policies {0,1,2,3,4,5,6,7,8,9,10,11,12}
@attribute AFIETS_Number_of_bicycle_policies {0,1,2,3,4,5,6,7,8,9,10,11,12}
@attribute AINBOED_Number_of_property_insurance_policies {0,1,2,3,4,5,6,7,8,9,10,11,12}
@attribute ABYSTAND_Number_of_social_security_insurance_policies {0,1,2,3,4,5,6,7,8,9,10,11,12}
@attribute CARAVAN_Number_of_mobile_home_policies  {0,1}

@data
12,1,3,2,3,4,1,0,5,6,3,0,0,4,5,5,3,2,5,0,0,3,1,2,4,3,1,2,0,0,9,6,3,0,2,7,0,3,4,3,1,7,7,2,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
39,1,3,3,9,1,5,1,3,5,1,3,3,2,4,2,3,5,2,1,0,3,2,3,2,2,2,3,2,5,4,4,2,4,7,2,3,5,1,1,0,3,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38,1,2,4,9,0,5,0,4,2,0,7,4,3,2,2,4,3,2,0,0,4,2,2,1,1,4,3,1,3,6,7,0,2,7,2,5,0,3,2,0,3,3,2,0,0,6,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
13,1,3,3,3,0,6,0,3,6,0,3,2,4,4,4,3,2,7,0,0,0,2,0,7,0,0,2,0,0,9,9,0,0,4,5,0,5,4,0,0,4,6,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34,1,4,2,8,0,7,0,2,7,2,0,0,4,5,0,3,6,2,2,0,2,3,2,0,2,4,4,0,2,7,5,4,0,9,0,0,5,4,0,0,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1
39,1,2,4,9,0,5,0,4,6,0,3,3,3,4,2,4,4,3,0,2,3,2,1,3,1,5,2,1,0,9,6,3,0,4,5,0,4,4,1,1,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
24,1,2,2,5,0,3,1,5,3,4,2,1,7,1,0,4,5,0,0,0,4,2,3,0,3,2,4,0,7,2,4,1,4,9,0,3,5,2,0,0,3,2,2,0,0,6,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3,1,3,3,1,1,5,2,3,5,1,3,0,3,6,0,2,7,0,0,2,3,0,4,0,1,3,3,3,7,2,6,1,3,7,2,3,5,2,0,0,3,6,2,0,0,6,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
4,3,2,4,1,2,1,5,2,7,0,2,1,6,3,2,5,2,5,2,1,1,0,2,4,3,1,2,0,2,7,7,0,2,5,4,1,1,8,0,0,5,6,2,0,0,6,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
23,1,1,2,5,0,6,1,2,1,2,6,5,3,2,2,5,2,2,0,0,4,1,3,2,3,3,3,0,9,0,5,1,3,5,4,4,3,3,0,0,3,3,2,0,0,6,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
41,1,3,3,10,2,7,0,0,9,0,0,1,4,4,0,5,4,3,0,0,5,0,2,1,1,5,3,1,1,8,7,2,0,7,2,1,5,2,0,1,4,4,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
9,1,3,3,3,2,4,0,4,8,1,0,0,4,5,1,7,1,4,0,0,4,1,2,3,2,2,4,0,8,1,9,0,0,6,3,3,3,3,1,0,3,4,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,1,2,3,5,2,4,2,3,5,2,3,2,4,3,1,3,5,1,1,0,3,3,2,2,2,2,5,1,6,3,7,1,2,7,2,3,4,3,1,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,1,2,3,3,1,4,1,5,5,1,4,3,4,2,0,4,5,1,1,2,4,3,1,1,3,3,3,1,2,7,5,1,4,7,2,5,3,2,0,0,3,6,2,0,0,6,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
36,1,2,3,8,0,3,0,6,3,2,4,3,2,5,3,4,4,0,2,0,4,2,3,3,2,0,5,0,7,2,5,2,2,5,4,2,4,4,0,0,4,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
24,1,2,2,5,0,3,1,6,5,2,3,3,2,5,1,4,5,1,0,0,3,4,2,1,2,2,5,1,8,1,6,1,2,8,1,6,3,1,0,0,2,2,0,0,0,5,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,1,4,3,3,5,3,1,1,8,1,1,1,1,8,1,5,3,1,0,0,5,3,1,1,3,3,3,0,1,8,9,0,0,5,4,3,2,4,0,0,4,8,2,0,0,6,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
38,1,2,2,9,0,4,1,5,6,0,3,3,3,4,0,1,8,0,0,0,4,0,5,0,1,2,6,2,9,0,5,0,4,9,0,4,4,2,0,0,3,4,2,0,0,6,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
35,1,3,3,8,0,5,1,3,7,1,2,1,4,4,0,2,7,1,0,3,2,2,3,1,2,3,4,1,4,5,6,3,1,7,2,2,5,1,2,0,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
34,1,3,2,8,0,7,0,2,7,2,0,0,4,5,0,2,7,0,2,0,2,4,2,0,0,4,5,0,2,7,5,4,0,9,0,0,5,4,0,0,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
23,1,2,3,5,2,4,2,3,5,2,3,2,4,3,1,3,5,1,1,0,3,3,2,2,2,2,5,1,6,3,7,1,2,7,2,3,4,3,1,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
37,1,2,3,8,0,4,1,4,6,1,3,1,6,2,2,2,5,1,0,2,3,3,2,2,1,3,3,1,3,6,4,0,5,7,2,2,3,1,3,2,6,4,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,1,3,3,6,2,3,2,3,6,0,3,3,1,5,1,5,4,2,1,1,5,2,1,2,3,2,4,0,1,8,8,1,1,5,4,1,5,4,1,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
11,1,3,2,3,2,6,1,2,6,2,2,1,4,4,1,4,4,4,0,1,2,2,2,2,2,3,3,1,1,8,6,2,1,4,5,2,3,4,2,0,5,7,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
39,1,3,3,9,0,7,0,2,6,0,3,3,2,5,2,2,6,3,0,0,1,0,6,2,2,1,2,5,1,8,5,1,3,7,2,5,4,0,0,0,2,5,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30,1,3,3,7,0,4,1,4,6,1,3,1,4,5,1,3,5,3,0,1,4,1,2,1,2,4,3,1,2,7,4,0,5,7,2,2,2,2,4,1,6,2,2,0,0,6,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
23,1,1,1,5,1,4,2,3,4,1,4,5,4,1,1,4,4,2,1,0,3,4,0,1,1,0,7,0,8,1,6,0,3,7,2,4,0,5,0,0,4,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3,1,2,3,1,3,3,1,4,8,1,0,0,7,2,4,3,3,6,0,0,1,1,3,6,1,1,1,3,0,9,9,0,0,4,5,3,3,4,0,0,4,6,2,0,0,6,0,0,0,0,0,0,0,5,0,2,0,3,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0
33,1,3,3,8,0,9,0,0,5,0,4,0,0,9,0,5,4,0,0,2,0,3,5,0,0,0,9,0,9,0,3,2,4,7,2,6,2,2,0,0,2,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,2,3,2,5,1,3,2,4,6,1,2,2,2,6,0,3,6,2,0,0,0,6,2,0,1,4,4,1,4,5,5,1,3,7,2,3,5,2,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,1,3,3,3,3,4,3,1,7,1,1,1,4,5,1,6,2,1,0,0,6,1,2,1,4,2,3,1,4,5,4,2,3,7,2,2,2,5,1,0,4,4,0,0,0,6,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,1,2,2,3,1,4,0,5,5,0,4,4,2,4,2,4,4,3,1,0,3,4,0,3,2,1,4,0,8,1,4,1,5,8,1,6,3,1,1,1,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
33,1,3,3,8,0,3,0,6,9,0,0,2,2,5,0,4,5,0,0,0,3,6,0,0,0,4,5,0,9,0,5,0,4,6,3,5,4,0,0,0,2,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41,1,3,3,10,0,7,0,2,6,0,3,3,1,6,0,6,3,3,0,4,2,0,1,3,2,5,1,0,0,9,3,3,3,2,7,1,5,4,0,0,4,4,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
6,1,3,2,2,0,7,2,0,7,2,0,0,6,3,2,7,0,2,0,0,7,0,0,2,3,4,0,0,0,9,7,2,0,7,2,0,6,3,0,0,4,8,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
39,2,2,2,9,0,6,1,3,5,1,3,2,2,5,0,2,7,0,0,1,2,3,5,0,1,2,6,2,6,3,5,2,3,8,1,8,1,1,0,0,2,5,2,0,0,6,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
36,1,2,4,8,0,4,2,4,5,1,3,2,5,3,2,2,6,3,1,0,1,4,2,3,1,2,4,1,2,7,7,1,2,5,4,2,4,3,1,0,4,3,2,0,0,6,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0
38,1,3,4,9,2,2,2,4,9,0,0,0,4,5,2,2,6,2,0,0,2,2,4,2,2,0,6,0,9,0,7,0,2,4,5,0,9,0,0,0,3,4,2,0,0,6,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
38,1,2,2,9,0,3,1,5,8,0,1,4,1,5,1,1,7,2,0,0,2,3,3,1,0,1,2,6,9,0,7,0,2,9,0,7,2,0,0,0,2,4,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
38,1,3,3,9,1,5,1,3,5,1,3,3,2,4,2,3,5,2,1,0,3,2,3,2,2,2,3,2,5,4,4,2,4,7,2,3,5,1,1,0,3,4,2,0,0,6,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
8,1,3,3,2,1,5,1,3,7,1,2,0,2,7,5,3,2,3,1,0,4,2,1,4,3,2,2,1,1,8,7,0,2,5,4,1,2,4,3,1,6,7,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39,1,3,2,9,0,5,0,4,5,1,3,2,1,7,1,4,5,1,1,0,2,3,3,1,3,1,4,1,7,2,5,1,4,7,2,3,5,2,0,0,3,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41,1,2,3,10,1,4,1,4,7,1,2,3,5,2,0,5,4,2,0,0,3,0,4,0,4,3,2,0,2,7,6,2,1,5,4,3,2,0,4,0,6,4,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39,2,2,2,9,0,6,1,3,5,1,3,2,2,5,0,2,7,0,0,1,2,3,5,0,1,2,6,2,6,3,5,2,3,8,1,8,1,1,0,0,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
32,1,2,4,7,0,7,2,0,5,0,4,2,4,3,0,4,5,0,0,2,4,4,0,0,2,5,3,0,2,7,5,0,4,7,2,2,7,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
22,1,2,3,5,1,3,2,5,5,2,2,4,3,3,1,4,5,1,0,0,3,1,4,1,1,3,3,3,7,2,6,1,3,8,1,2,5,3,1,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,1,1,3,5,0,5,2,2,2,0,7,7,2,0,4,4,2,0,2,0,7,0,1,2,3,3,2,0,9,0,7,0,2,5,4,3,4,0,3,0,5,3,2,0,0,6,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
29,1,3,3,7,0,4,2,4,5,1,3,2,5,3,2,4,4,2,1,0,1,2,5,2,1,4,3,1,5,4,7,1,2,5,4,2,2,3,3,0,5,3,2,0,0,6,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
24,1,3,2,5,1,4,2,4,7,1,1,1,3,6,1,2,7,0,0,0,2,5,3,0,1,1,6,3,8,1,5,1,4,7,2,2,5,2,1,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,2,2,5,3,2,4,4,0,5,0,4,4,2,3,2,3,4,4,0,0,2,0,4,4,2,0,0,4,0,9,4,2,4,5,4,3,5,1,1,0,3,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
33,1,3,3,8,0,9,0,0,5,0,4,2,3,4,0,3,6,0,0,2,0,3,5,1,0,0,7,2,4,5,3,2,4,7,2,6,2,2,0,0,2,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,1,4,2,8,0,7,0,2,7,2,0,0,4,5,0,2,7,0,2,0,2,4,2,0,0,4,5,0,2,7,5,4,0,9,0,0,5,4,0,0,4,3,1,0,0,6,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
29,1,3,3,7,2,3,2,4,5,2,3,1,3,5,1,1,8,1,0,0,7,1,1,0,1,1,5,3,1,8,5,2,3,6,3,1,7,1,1,1,3,3,2,0,0,6,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
33,1,3,3,8,1,5,0,3,7,1,2,1,2,6,1,4,5,2,1,0,3,2,3,1,3,2,4,1,3,6,6,2,2,6,3,2,4,3,1,1,4,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
33,1,3,3,8,0,7,0,2,8,0,1,0,3,6,0,3,6,1,2,1,3,3,2,2,0,1,7,0,4,5,7,2,0,7,2,4,3,3,0,0,3,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,1,3,3,8,0,7,1,2,8,0,1,1,4,4,0,4,5,1,0,0,4,2,2,1,1,3,4,2,0,9,7,1,2,6,3,0,5,4,0,0,4,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
